rank	source	target	interaction	pearson_r	abs_r	correlation_sign	source_degree	target_degree	core_score	source_annotation	target_annotation
488	Lchi13937	Lchi04752	negative_coexpression	-0.98899132	0.98899132	negative	1030	170	413.84294221	B3 domain-containing protein Os03g0212300-like	ABC transporter-like protein
489	Lchi22877	Lchi26693	positive_coexpression	0.96404386	0.96404386	positive	1041	177	413.81744113	transcription factor AS1	zinc-finger homeodomain protein 1-like
490	Lchi13937	Lchi13511	negative_coexpression	-0.98879570	0.98879570	negative	1030	170	413.76108511	B3 domain-containing protein Os03g0212300-like	auxin-induced protein 22B-like
491	Lchi06972	Lchi17921	positive_coexpression	0.96571279	0.96571279	positive	1055	174	413.76031825	transcription factor bHLH149-like	probable polygalacturonase
492	Lchi18250	Lchi02035	positive_coexpression	0.96695352	0.96695352	positive	1077	170	413.74990879	transcription factor bHLH93	amino acid permease 3-like
493	Lchi02551	Lchi14169	positive_coexpression	0.97494543	0.97494543	positive	1035	174	413.73771056	transcription factor bHLH62-like isoform X1	putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2
494	Lchi13937	Lchi07558	negative_coexpression	-0.98575264	0.98575264	negative	1030	171	413.69913840	B3 domain-containing protein Os03g0212300-like	leucine-rich repeat receptor-like serine/threonine-protein kinase RGI4
495	Lchi02953	Lchi16452	positive_coexpression	0.95330685	0.95330685	positive	1070	176	413.69563294	homeobox-leucine zipper protein ATHB-13-like isoform X1	protein AUXIN SIGNALING F-BOX 2-like
496	Lchi05992	Lchi16615	positive_coexpression	0.98427677	0.98427677	positive	1021	173	413.66917293	ethylene-responsive transcription factor 2-like	germin-like protein 5-1
497	Lchi13371	Lchi27397	positive_coexpression	0.98670369	0.98670369	positive	1040	169	413.66309244	ethylene-responsive transcription factor 4-like	p-coumarate 3-hydroxylase-like
498	Lchi06060	Lchi17168	positive_coexpression	0.97352403	0.97352403	positive	1020	177	413.65034889	squamosa promoter-binding-like protein 7	thiamine thiazole synthase 2, chloroplastic-like
499	Lchi06972	Lchi12998	positive_coexpression	0.97673965	0.97673965	positive	1055	170	413.64664712	transcription factor bHLH149-like	putative disease resistance protein At5g47280
500	Lchi13371	Lchi22953	positive_coexpression	0.98085761	0.98085761	positive	1040	171	413.63824875	ethylene-responsive transcription factor 4-like	aspartyl protease family protein 2
501	Lchi22404	Lchi18550	negative_coexpression	-0.90857667	0.90857667	negative	1212	171	413.62896771	nuclear transcription factor Y subunit A-1-like isoform X2	probable BOI-related E3 ubiquitin-protein ligase 3
502	Lchi06972	Lchi11647	positive_coexpression	0.97666425	0.97666425	positive	1055	170	413.61471542	transcription factor bHLH149-like	ketol-acid reductoisomerase, chloroplastic-like
503	Lchi05992	Lchi28705	positive_coexpression	0.98126978	0.98126978	positive	1021	174	413.59560898	ethylene-responsive transcription factor 2-like	oleosin S1-2
504	Lchi07566	Lchi23745	positive_coexpression	0.98053151	0.98053151	positive	1059	168	413.58442499	LOB domain-containing protein 25-like isoform X3	allene oxide cyclase, chloroplastic-like
505	Lchi24981	Lchi16235	positive_coexpression	0.97900474	0.97900474	positive	986	181	413.58286695	protein TIFY 6B isoform X2	beta-glucosidase 44-like
506	Lchi22404	Lchi15201	negative_coexpression	-0.94492704	0.94492704	negative	1212	158	413.50249116	nuclear transcription factor Y subunit A-1-like isoform X2	aquaporin PIP1-3
507	Lchi16402	Lchi17443	positive_coexpression	0.96470547	0.96470547	positive	1015	181	413.49194106	transcription factor MYB20-like	plant/F18G18-20 protein
508	Lchi15589	Lchi15600	positive_coexpression	0.97662085	0.97662085	positive	1067	168	413.48793544	trihelix transcription factor GTL1 isoform X1	actin-101
509	Lchi15176	Lchi00354	positive_coexpression	0.99076027	0.99076027	positive	1001	174	413.48546313	transcription factor EGL1-like isoform X1	stress-related protein-like
510	Lchi08487	Lchi12025	negative_coexpression	-0.97816837	0.97816837	negative	1021	175	413.47143445	WUSCHEL-related homeobox 9	protein neprosin-like
511	Lchi13937	Lchi12025	negative_coexpression	-0.97384316	0.97384316	negative	1030	175	413.45348309	B3 domain-containing protein Os03g0212300-like	protein neprosin-like
512	Lchi06007	Lchi25245	positive_coexpression	0.98660266	0.98660266	positive	1027	171	413.45243977	homeobox-leucine zipper protein HAT2-like	myosin-binding protein 7-like
513	Lchi15589	Lchi11647	positive_coexpression	0.97074002	0.97074002	positive	1067	170	413.43725141	trihelix transcription factor GTL1 isoform X1	ketol-acid reductoisomerase, chloroplastic-like
514	Lchi00158	Lchi14169	positive_coexpression	0.98233628	0.98233628	positive	1018	174	413.43638727	transcription factor bHLH147	putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2
515	Lchi07566	Lchi12025	positive_coexpression	0.96035999	0.96035999	positive	1059	175	413.42911980	LOB domain-containing protein 25-like isoform X3	protein neprosin-like
516	Lchi11320	Lchi16235	positive_coexpression	0.97612178	0.97612178	positive	991	181	413.40918163	transcription factor bHLH63-like	beta-glucosidase 44-like
517	Lchi25021	Lchi16235	positive_coexpression	0.97660965	0.97660965	positive	990	181	413.40706662	heat stress transcription factor A-2b-like	beta-glucosidase 44-like
518	Lchi18250	Lchi27946	positive_coexpression	0.94418126	0.94418126	positive	1077	178	413.40262424	transcription factor bHLH93	receptor protein kinase CLAVATA1
519	Lchi06007	Lchi01000	positive_coexpression	0.98937029	0.98937029	positive	1027	170	413.39816753	homeobox-leucine zipper protein HAT2-like	V-type proton ATPase subunit B 2 isoform X1
520	Lchi09693	Lchi27397	positive_coexpression	0.98938668	0.98938668	positive	1033	169	413.38962453	homeobox-leucine zipper protein ATHB-6-like	p-coumarate 3-hydroxylase-like
521	Lchi23901	Lchi06686	positive_coexpression	0.95118272	0.95118272	positive	1111	170	413.37617471	B-box zinc finger protein 20-like	desmethyl-yatein O-methyltransferase-like
522	Lchi08487	Lchi25772	negative_coexpression	-0.96693224	0.96693224	negative	1021	179	413.36664260	WUSCHEL-related homeobox 9	cysteine proteinase inhibitor 5-like
523	Lchi05992	Lchi05599	positive_coexpression	0.97510874	0.97510874	positive	1021	176	413.35410413	ethylene-responsive transcription factor 2-like	protein kinase PINOID 2
524	Lchi08487	Lchi14169	negative_coexpression	-0.98066932	0.98066932	negative	1021	174	413.34252097	WUSCHEL-related homeobox 9	putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2
525	Lchi02953	Lchi17197	positive_coexpression	0.99269646	0.99269646	positive	1070	162	413.30044157	homeobox-leucine zipper protein ATHB-13-like isoform X1	oil body-associated protein 1A-like
526	Lchi18004	Lchi27946	positive_coexpression	0.97905761	0.97905761	positive	1001	178	413.27133900	transcription factor bHLH13-like isoform X2	receptor protein kinase CLAVATA1
527	Lchi18004	Lchi11374	positive_coexpression	0.99586409	0.99586409	positive	1001	172	413.22000114	transcription factor bHLH13-like isoform X2	dehydrin/lea group 2-like protein
528	Lchi13371	Lchi01385	positive_coexpression	0.98555827	0.98555827	positive	1040	169	413.18288953	ethylene-responsive transcription factor 4-like	abscisic acid receptor PYR1-like
529	Lchi01043	Lchi25772	positive_coexpression	0.99721318	0.99721318	positive	959	179	413.16528964	axial regulator YABBY 5-like	cysteine proteinase inhibitor 5-like
530	Lchi23901	Lchi07536	positive_coexpression	0.96498281	0.96498281	positive	1111	165	413.16029473	B-box zinc finger protein 20-like	protein NSP-INTERACTING KINASE 3
531	Lchi06007	Lchi22934	positive_coexpression	0.99465525	0.99465525	positive	1027	168	413.15445677	homeobox-leucine zipper protein HAT2-like	seipin-1
532	Lchi18004	Lchi17615	positive_coexpression	0.98150742	0.98150742	positive	1001	177	413.14001319	transcription factor bHLH13-like isoform X2	zinc finger CCCH domain-containing protein 53-like isoform X2
533	Lchi06060	Lchi17443	positive_coexpression	0.96151602	0.96151602	positive	1020	181	413.13871827	squamosa promoter-binding-like protein 7	plant/F18G18-20 protein
534	Lchi00158	Lchi11374	positive_coexpression	0.98726350	0.98726350	positive	1018	172	413.11521806	transcription factor bHLH147	dehydrin/lea group 2-like protein
535	Lchi09693	Lchi31555	negative_coexpression	-0.97720277	0.97720277	negative	1033	173	413.10257463	homeobox-leucine zipper protein ATHB-6-like	protein CHUP1, chloroplastic-like isoform X1
536	Lchi06007	Lchi26496	positive_coexpression	0.99452490	0.99452490	positive	1027	168	413.10031270	homeobox-leucine zipper protein HAT2-like	late embryogenisis abundant protein 4
537	Lchi05992	Lchi25772	positive_coexpression	0.96629679	0.96629679	positive	1021	179	413.09498569	ethylene-responsive transcription factor 2-like	cysteine proteinase inhibitor 5-like
538	Lchi15589	Lchi05599	positive_coexpression	0.95324409	0.95324409	positive	1067	176	413.08808168	trihelix transcription factor GTL1 isoform X1	protein kinase PINOID 2
539	Lchi13937	Lchi02104	positive_coexpression	0.98137540	0.98137540	positive	1030	172	413.06462476	B3 domain-containing protein Os03g0212300-like	bidirectional sugar transporter SWEET1
540	Lchi08487	Lchi18724	negative_coexpression	-0.96890086	0.96890086	negative	1021	178	413.04960729	WUSCHEL-related homeobox 9	protein DETOXIFICATION 33-like
541	Lchi25021	Lchi02750	positive_coexpression	0.98672616	0.98672616	positive	990	177	413.04833210	heat stress transcription factor A-2b-like	LRR receptor-like serine/threonine-protein kinase ERECTA
542	Lchi07566	Lchi20704	positive_coexpression	0.99399740	0.99399740	positive	1059	163	412.97810837	LOB domain-containing protein 25-like isoform X3	alpha-glucosidase-like
543	Lchi24373	Lchi18724	positive_coexpression	0.98977149	0.98977149	positive	978	178	412.96606788	protein YABBY 4-like	protein DETOXIFICATION 33-like
544	Lchi24373	Lchi27946	positive_coexpression	0.98975164	0.98975164	positive	978	178	412.95778579	protein YABBY 4-like	receptor protein kinase CLAVATA1
545	Lchi06972	Lchi19725	positive_coexpression	0.97223395	0.97223395	positive	1055	171	412.94771506	transcription factor bHLH149-like	glucose and ribitol dehydrogenase-like
546	Lchi07566	Lchi01238	positive_coexpression	0.98489738	0.98489738	positive	1059	166	412.94575520	LOB domain-containing protein 25-like isoform X3	WEB family protein At3g02930, chloroplastic-like isoform X1
547	Lchi31297	Lchi28705	positive_coexpression	0.98894995	0.98894995	positive	1002	174	412.93604866	trihelix transcription factor ASIL2	oleosin S1-2
548	Lchi25021	Lchi18724	positive_coexpression	0.98363620	0.98363620	positive	990	178	412.91637102	heat stress transcription factor A-2b-like	protein DETOXIFICATION 33-like
549	Lchi08487	Lchi25188	negative_coexpression	-0.97131675	0.97131675	negative	1021	177	412.91473612	WUSCHEL-related homeobox 9	villin-1 isoform X1
550	Lchi15589	Lchi12998	positive_coexpression	0.96946025	0.96946025	positive	1067	170	412.89219859	trihelix transcription factor GTL1 isoform X1	putative disease resistance protein At5g47280
551	Lchi00158	Lchi28705	positive_coexpression	0.98097974	0.98097974	positive	1018	174	412.86545957	transcription factor bHLH147	oleosin S1-2
552	Lchi06007	Lchi05599	positive_coexpression	0.97103894	0.97103894	positive	1027	176	412.83660865	homeobox-leucine zipper protein HAT2-like	protein kinase PINOID 2
553	Lchi02198	Lchi16235	positive_coexpression	0.95425212	0.95425212	positive	1034	181	412.82186382	transcription factor HEC1-like	beta-glucosidase 44-like
554	Lchi02953	Lchi03659	positive_coexpression	0.98547858	0.98547858	positive	1070	164	412.82025894	homeobox-leucine zipper protein ATHB-13-like isoform X1	probable xyloglucan glycosyltransferase 5
555	Lchi06972	Lchi02670	positive_coexpression	0.98643577	0.98643577	positive	1055	166	412.80893241	transcription factor bHLH149-like	peroxisomal (S)-2-hydroxyacid oxidase GLO4-like isoform X1
556	Lchi00158	Lchi05599	positive_coexpression	0.97519314	0.97519314	positive	1018	176	412.78210411	transcription factor bHLH147	protein kinase PINOID 2
557	Lchi24373	Lchi25772	positive_coexpression	0.98652267	0.98652267	positive	978	179	412.76514060	protein YABBY 4-like	cysteine proteinase inhibitor 5-like
558	Lchi18250	Lchi27919	positive_coexpression	0.97619128	0.97619128	positive	1077	166	412.75925470	transcription factor bHLH93	non-functional NADPH-dependent codeinone reductase 2-like isoform X1
559	Lchi24981	Lchi17443	positive_coexpression	0.97701848	0.97701848	positive	986	181	412.74376672	protein TIFY 6B isoform X2	plant/F18G18-20 protein
560	Lchi18004	Lchi11589	positive_coexpression	0.99459589	0.99459589	positive	1001	172	412.69377912	transcription factor bHLH13-like isoform X2	ribonuclease 3-like
561	Lchi13371	Lchi05599	positive_coexpression	0.96461290	0.96461290	positive	1040	176	412.69201797	ethylene-responsive transcription factor 4-like	protein kinase PINOID 2
562	Lchi13937	Lchi03719	negative_coexpression	-0.98914462	0.98914462	negative	1030	169	412.68792118	B3 domain-containing protein Os03g0212300-like	serine carboxypeptidase II-2-like
563	Lchi15589	Lchi11589	positive_coexpression	0.96330738	0.96330738	positive	1067	172	412.67800335	trihelix transcription factor GTL1 isoform X1	ribonuclease 3-like
564	Lchi08779	Lchi11374	positive_coexpression	0.98283833	0.98283833	positive	1025	172	412.67507745	AP2/ERF and B3 domain-containing transcription repressor RAV2-like	dehydrin/lea group 2-like protein
565	Lchi20729	Lchi11642	positive_coexpression	0.97610170	0.97610170	positive	993	180	412.67289621	transcription factor PIF4-like isoform X2	arogenate dehydrogenase 2, chloroplastic-like
566	Lchi01491	Lchi26693	positive_coexpression	0.98933101	0.98933101	positive	983	177	412.67201075	scarecrow-like protein 27	zinc-finger homeodomain protein 1-like
567	Lchi13937	Lchi01000	negative_coexpression	-0.98614663	0.98614663	negative	1030	170	412.65258304	B3 domain-containing protein Os03g0212300-like	V-type proton ATPase subunit B 2 isoform X1
568	Lchi08487	Lchi02035	negative_coexpression	-0.99042290	0.99042290	negative	1021	170	412.62734458	WUSCHEL-related homeobox 9	amino acid permease 3-like
569	Lchi18004	Lchi05599	positive_coexpression	0.98304945	0.98304945	positive	1001	176	412.61853921	transcription factor bHLH13-like isoform X2	protein kinase PINOID 2
570	Lchi18004	Lchi28705	positive_coexpression	0.98866498	0.98866498	positive	1001	174	412.61101148	transcription factor bHLH13-like isoform X2	oleosin S1-2
571	Lchi22877	Lchi09003	positive_coexpression	0.96389759	0.96389759	positive	1041	176	412.58420050	transcription factor AS1	allene oxide synthase 1, chloroplastic-like
572	Lchi02551	Lchi11647	positive_coexpression	0.98356324	0.98356324	positive	1035	170	412.56931545	transcription factor bHLH62-like isoform X1	ketol-acid reductoisomerase, chloroplastic-like
573	Lchi09693	Lchi07558	positive_coexpression	0.98159319	0.98159319	positive	1033	171	412.55300296	homeobox-leucine zipper protein ATHB-6-like	leucine-rich repeat receptor-like serine/threonine-protein kinase RGI4
574	Lchi13937	Lchi24864	negative_coexpression	-0.98881525	0.98881525	negative	1030	169	412.55050243	B3 domain-containing protein Os03g0212300-like	(S)-coclaurine N-methyltransferase-like isoform X1
575	Lchi22877	Lchi11589	positive_coexpression	0.97495818	0.97495818	positive	1041	172	412.54903503	transcription factor AS1	ribonuclease 3-like
576	Lchi08779	Lchi15600	positive_coexpression	0.99407965	0.99407965	positive	1025	168	412.51311151	AP2/ERF and B3 domain-containing transcription repressor RAV2-like	actin-101
577	Lchi11320	Lchi17168	positive_coexpression	0.98493719	0.98493719	positive	991	177	412.50764012	transcription factor bHLH63-like	thiamine thiazole synthase 2, chloroplastic-like
578	Lchi23901	Lchi22376	positive_coexpression	0.97835916	0.97835916	positive	1111	160	412.49181590	B-box zinc finger protein 20-like	O-fucosyltransferase 31-like
579	Lchi16402	Lchi17168	positive_coexpression	0.97315580	0.97315580	positive	1015	177	412.47917751	transcription factor MYB20-like	thiamine thiazole synthase 2, chloroplastic-like
580	Lchi11320	Lchi18724	positive_coexpression	0.98207939	0.98207939	positive	991	178	412.47100551	transcription factor bHLH63-like	protein DETOXIFICATION 33-like
581	Lchi22877	Lchi12998	positive_coexpression	0.98046041	0.98046041	positive	1041	170	412.45814803	transcription factor AS1	putative disease resistance protein At5g47280
582	Lchi01491	Lchi25772	positive_coexpression	0.98322016	0.98322016	positive	983	179	412.43360965	scarecrow-like protein 27	cysteine proteinase inhibitor 5-like
583	Lchi23901	Lchi13837	positive_coexpression	0.99068260	0.99068260	positive	1111	156	412.43343372	B-box zinc finger protein 20-like	AINTEGUMENTA
584	Lchi13371	Lchi12998	positive_coexpression	0.98084861	0.98084861	positive	1040	170	412.42322249	ethylene-responsive transcription factor 4-like	putative disease resistance protein At5g47280
585	Lchi23901	Lchi08832	positive_coexpression	0.98119158	0.98119158	positive	1111	159	412.39121425	B-box zinc finger protein 20-like	NDR1/HIN1-like protein 6
586	Lchi07566	Lchi17197	positive_coexpression	0.99563849	0.99563849	positive	1059	162	412.38908769	LOB domain-containing protein 25-like isoform X3	oil body-associated protein 1A-like
587	Lchi06972	Lchi16999	positive_coexpression	0.98542559	0.98542559	positive	1055	166	412.38618686	transcription factor bHLH149-like	probable polygalacturonase
588	Lchi18250	Lchi17197	positive_coexpression	0.98726761	0.98726761	positive	1077	162	412.38251977	transcription factor bHLH93	oil body-associated protein 1A-like
589	Lchi19175	Lchi17443	positive_coexpression	0.98723745	0.98723745	positive	964	181	412.38173926	transcription factor CSA-like	plant/F18G18-20 protein
590	Lchi00158	Lchi27946	positive_coexpression	0.96872282	0.96872282	positive	1018	178	412.36654173	transcription factor bHLH147	receptor protein kinase CLAVATA1
591	Lchi13371	Lchi19388	positive_coexpression	0.99544370	0.99544370	positive	1040	165	412.35887311	ethylene-responsive transcription factor 4-like	L-type lectin-domain containing receptor kinase VIII.1
592	Lchi01491	Lchi05513	positive_coexpression	0.98853511	0.98853511	positive	983	177	412.34002312	scarecrow-like protein 27	methyl-CpG-binding domain-containing protein 11-like isoform X1
593	Lchi01491	Lchi16235	positive_coexpression	0.97754967	0.97754967	positive	983	181	412.33944287	scarecrow-like protein 27	beta-glucosidase 44-like
594	Lchi06007	Lchi22953	positive_coexpression	0.98394674	0.98394674	positive	1027	171	412.33943182	homeobox-leucine zipper protein HAT2-like	aspartyl protease family protein 2
595	Lchi05992	Lchi25188	positive_coexpression	0.96976388	0.96976388	positive	1021	177	412.25459832	ethylene-responsive transcription factor 2-like	villin-1 isoform X1
596	Lchi00158	Lchi25772	positive_coexpression	0.96571219	0.96571219	positive	1018	179	412.23809065	transcription factor bHLH147	cysteine proteinase inhibitor 5-like
597	Lchi23901	Lchi20704	positive_coexpression	0.96870506	0.96870506	positive	1111	163	412.23266307	B-box zinc finger protein 20-like	alpha-glucosidase-like
598	Lchi13371	Lchi09003	positive_coexpression	0.96347654	0.96347654	positive	1040	176	412.20584709	ethylene-responsive transcription factor 4-like	allene oxide synthase 1, chloroplastic-like
599	Lchi25021	Lchi17443	positive_coexpression	0.97375274	0.97375274	positive	990	181	412.19771263	heat stress transcription factor A-2b-like	plant/F18G18-20 protein
600	Lchi18250	Lchi06311	positive_coexpression	0.99296165	0.99296165	positive	1077	160	412.19272132	transcription factor bHLH93	S-adenosylmethionine synthase 5
601	Lchi08487	Lchi07386	negative_coexpression	-0.97235209	0.97235209	negative	1021	176	412.18554462	WUSCHEL-related homeobox 9	potassium transporter 2
602	Lchi20729	Lchi12025	positive_coexpression	0.98874164	0.98874164	positive	993	175	412.17008999	transcription factor PIF4-like isoform X2	protein neprosin-like
603	Lchi13937	Lchi06686	negative_coexpression	-0.98497248	0.98497248	negative	1030	170	412.16126054	B3 domain-containing protein Os03g0212300-like	desmethyl-yatein O-methyltransferase-like
604	Lchi08814	Lchi17168	positive_coexpression	0.97287208	0.97287208	positive	1014	177	412.15573819	heat stress transcription factor C-1b-like	thiamine thiazole synthase 2, chloroplastic-like
605	Lchi31297	Lchi11374	positive_coexpression	0.99279827	0.99279827	positive	1002	172	412.15359843	trihelix transcription factor ASIL2	dehydrin/lea group 2-like protein
606	Lchi18250	Lchi17921	positive_coexpression	0.95207477	0.95207477	positive	1077	174	412.14831846	transcription factor bHLH93	probable polygalacturonase
607	Lchi07566	Lchi28527	positive_coexpression	0.98298317	0.98298317	positive	1059	166	412.14316916	LOB domain-containing protein 25-like isoform X3	heavy metal-associated isoprenylated plant protein 9 isoform X1
608	Lchi00158	Lchi11647	positive_coexpression	0.99071407	0.99071407	positive	1018	170	412.14181614	transcription factor bHLH147	ketol-acid reductoisomerase, chloroplastic-like
609	Lchi11320	Lchi17443	positive_coexpression	0.97310483	0.97310483	positive	991	181	412.13143652	transcription factor bHLH63-like	plant/F18G18-20 protein
610	Lchi02198	Lchi14169	positive_coexpression	0.97158498	0.97158498	positive	1034	174	412.11240348	transcription factor HEC1-like	putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2
611	Lchi18250	Lchi28527	positive_coexpression	0.97463006	0.97463006	positive	1077	166	412.09912997	transcription factor bHLH93	heavy metal-associated isoprenylated plant protein 9 isoform X1
612	Lchi07566	Lchi01385	positive_coexpression	0.97409803	0.97409803	positive	1059	169	412.09182333	LOB domain-containing protein 25-like isoform X3	abscisic acid receptor PYR1-like
613	Lchi00158	Lchi12998	positive_coexpression	0.99058461	0.99058461	positive	1018	170	412.08796016	transcription factor bHLH147	putative disease resistance protein At5g47280
614	Lchi09693	Lchi17317	positive_coexpression	0.98626280	0.98626280	positive	1033	169	412.08439210	homeobox-leucine zipper protein ATHB-6-like	probable protein phosphatase 2C 52 isoform X1
615	Lchi12859	Lchi11642	positive_coexpression	0.98567575	0.98567575	positive	971	180	412.07848434	transcription factor EMB1444-like isoform X2	arogenate dehydrogenase 2, chloroplastic-like
616	Lchi24981	Lchi25188	positive_coexpression	0.98639941	0.98639941	positive	986	177	412.07654393	protein TIFY 6B isoform X2	villin-1 isoform X1
617	Lchi06007	Lchi18550	positive_coexpression	0.98331487	0.98331487	positive	1027	171	412.07463607	homeobox-leucine zipper protein HAT2-like	probable BOI-related E3 ubiquitin-protein ligase 3
618	Lchi15589	Lchi25188	positive_coexpression	0.94819146	0.94819146	positive	1067	177	412.06419769	trihelix transcription factor GTL1 isoform X1	villin-1 isoform X1
619	Lchi08487	Lchi26693	negative_coexpression	-0.96928793	0.96928793	negative	1021	177	412.05226806	WUSCHEL-related homeobox 9	zinc-finger homeodomain protein 1-like
620	Lchi31297	Lchi16235	positive_coexpression	0.96753871	0.96753871	positive	1002	181	412.04201072	trihelix transcription factor ASIL2	beta-glucosidase 44-like
621	Lchi09693	Lchi02035	positive_coexpression	0.98325205	0.98325205	positive	1033	170	412.04009820	homeobox-leucine zipper protein ATHB-6-like	amino acid permease 3-like
622	Lchi22877	Lchi25757	positive_coexpression	0.98822403	0.98822403	positive	1041	167	412.03965083	transcription factor AS1	cytochrome P450 71A1-like
623	Lchi02198	Lchi18724	positive_coexpression	0.96041220	0.96041220	positive	1034	178	412.02914659	transcription factor HEC1-like	protein DETOXIFICATION 33-like
624	Lchi02953	Lchi28527	positive_coexpression	0.97759187	0.97759187	positive	1070	166	412.00597473	homeobox-leucine zipper protein ATHB-13-like isoform X1	heavy metal-associated isoprenylated plant protein 9 isoform X1
625	Lchi02953	Lchi16999	positive_coexpression	0.97755110	0.97755110	positive	1070	166	411.98879222	homeobox-leucine zipper protein ATHB-13-like isoform X1	probable polygalacturonase
626	Lchi02198	Lchi17443	positive_coexpression	0.95227695	0.95227695	positive	1034	181	411.96737962	transcription factor HEC1-like	plant/F18G18-20 protein
627	Lchi25021	Lchi05513	positive_coexpression	0.98408526	0.98408526	positive	990	177	411.94283862	heat stress transcription factor A-2b-like	methyl-CpG-binding domain-containing protein 11-like isoform X1
628	Lchi08487	Lchi27946	negative_coexpression	-0.96624136	0.96624136	negative	1021	178	411.91584275	WUSCHEL-related homeobox 9	receptor protein kinase CLAVATA1
629	Lchi01043	Lchi11642	positive_coexpression	0.99142361	0.99142361	positive	959	180	411.91235001	axial regulator YABBY 5-like	arogenate dehydrogenase 2, chloroplastic-like
630	Lchi13937	Lchi22953	negative_coexpression	-0.98149484	0.98149484	negative	1030	171	411.91223150	B3 domain-containing protein Os03g0212300-like	aspartyl protease family protein 2
631	Lchi06060	Lchi16235	positive_coexpression	0.95863920	0.95863920	positive	1020	181	411.90262266	squamosa promoter-binding-like protein 7	beta-glucosidase 44-like
632	Lchi31297	Lchi05599	positive_coexpression	0.98079270	0.98079270	positive	1002	176	411.87688489	trihelix transcription factor ASIL2	protein kinase PINOID 2
633	Lchi18250	Lchi11397	positive_coexpression	0.99219531	0.99219531	positive	1077	160	411.87460252	transcription factor bHLH93	lysM domain receptor-like kinase 3
634	Lchi15176	Lchi16452	positive_coexpression	0.98119777	0.98119777	positive	1001	176	411.84132754	transcription factor EGL1-like isoform X1	protein AUXIN SIGNALING F-BOX 2-like
635	Lchi16402	Lchi16235	positive_coexpression	0.96084863	0.96084863	positive	1015	181	411.83882277	transcription factor MYB20-like	beta-glucosidase 44-like
636	Lchi06972	Lchi28527	positive_coexpression	0.98408514	0.98408514	positive	1055	166	411.82522816	transcription factor bHLH149-like	heavy metal-associated isoprenylated plant protein 9 isoform X1
637	Lchi18250	Lchi25487	positive_coexpression	0.95960033	0.95960033	positive	1077	171	411.80943779	transcription factor bHLH93	protein MOTHER of FT and TFL1-like protein
638	Lchi06972	Lchi22953	positive_coexpression	0.96951842	0.96951842	positive	1055	171	411.79431787	transcription factor bHLH149-like	aspartyl protease family protein 2
639	Lchi13937	Lchi23745	negative_coexpression	-0.98985487	0.98985487	negative	1030	168	411.76058981	B3 domain-containing protein Os03g0212300-like	allene oxide cyclase, chloroplastic-like
640	Lchi09693	Lchi12998	positive_coexpression	0.98253745	0.98253745	positive	1033	170	411.74063902	homeobox-leucine zipper protein ATHB-6-like	putative disease resistance protein At5g47280
641	Lchi09693	Lchi11589	positive_coexpression	0.97678906	0.97678906	positive	1033	172	411.73252069	homeobox-leucine zipper protein ATHB-6-like	ribonuclease 3-like
642	Lchi08779	Lchi19725	positive_coexpression	0.98342693	0.98342693	positive	1025	171	411.72011429	AP2/ERF and B3 domain-containing transcription repressor RAV2-like	glucose and ribitol dehydrogenase-like
643	Lchi06007	Lchi17317	positive_coexpression	0.98822123	0.98822123	positive	1027	169	411.70178857	homeobox-leucine zipper protein HAT2-like	probable protein phosphatase 2C 52 isoform X1
644	Lchi18250	Lchi02405	positive_coexpression	0.99171436	0.99171436	positive	1077	160	411.67495323	transcription factor bHLH93	serine carboxypeptidase-like 45
645	Lchi00158	Lchi25188	positive_coexpression	0.96982276	0.96982276	positive	1018	177	411.67348335	transcription factor bHLH147	villin-1 isoform X1
646	Lchi09693	Lchi11374	positive_coexpression	0.97662932	0.97662932	positive	1033	172	411.66518767	homeobox-leucine zipper protein ATHB-6-like	dehydrin/lea group 2-like protein
647	Lchi25021	Lchi01554	positive_coexpression	0.99471432	0.99471432	positive	990	173	411.66033108	heat stress transcription factor A-2b-like	aquaporin TIP3-1-like
648	Lchi06007	Lchi24864	positive_coexpression	0.98802531	0.98802531	positive	1027	169	411.62016655	homeobox-leucine zipper protein HAT2-like	(S)-coclaurine N-methyltransferase-like isoform X1
649	Lchi15176	Lchi14169	positive_coexpression	0.98629057	0.98629057	positive	1001	174	411.62007144	transcription factor EGL1-like isoform X1	putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2
650	Lchi09693	Lchi04752	positive_coexpression	0.98223621	0.98223621	positive	1033	170	411.61440184	homeobox-leucine zipper protein ATHB-6-like	ABC transporter-like protein
651	Lchi13937	Lchi28090	negative_coexpression	-0.98656505	0.98656505	negative	1030	169	411.61168080	B3 domain-containing protein Os03g0212300-like	protein P21-like protein
652	Lchi23901	Lchi22690	positive_coexpression	0.97021234	0.97021234	positive	1111	162	411.60565306	B-box zinc finger protein 20-like	abscisic stress-ripening protein 2-like
653	Lchi06060	Lchi14169	positive_coexpression	0.97694278	0.97694278	positive	1020	174	411.57012020	squamosa promoter-binding-like protein 7	putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2
654	Lchi08487	Lchi22953	negative_coexpression	-0.98495209	0.98495209	negative	1021	171	411.55324687	WUSCHEL-related homeobox 9	aspartyl protease family protein 2
