Orthogroup	C_lanceolata_gene	P_abies_gene	C_lanceolata_orthofinder_id	P_abies_orthofinder_id
OG0013007	CULA07G27440	MA_10434151g0010	Cula__CULA07G27440	Pa__MA_10434151g0010
OG0013009	CULA08G42790	MA_10434812g0010	Cula__CULA08G42790	Pa__MA_10434812g0010
OG0013010	CULA03G26840	MA_10434506g0010	Cula__CULA03G26840	Pa__MA_10434506g0010
OG0013011	CULA11G23950	MA_420602g0010	Cula__CULA11G23950	Pa__MA_420602g0010
OG0013013	CULA06G49950	MA_232471g0010	Cula__CULA06G49950	Pa__MA_232471g0010
OG0013014	CULA09G39730	MA_10435678g0010	Cula__CULA09G39730	Pa__MA_10435678g0010
OG0013016	CULA03G36490	MA_7932540g0010	Cula__CULA03G36490	Pa__MA_7932540g0010
OG0013017	CULA07G09610	MA_179388g0010	Cula__CULA07G09610	Pa__MA_179388g0010
OG0013020	CULA06G45430	MA_10437275g0010	Cula__CULA06G45430	Pa__MA_10437275g0010
OG0013022	CULA10G09030	MA_74177g0010	Cula__CULA10G09030	Pa__MA_74177g0010
OG0013023	CULA10G01750	MA_519118g0010	Cula__CULA10G01750	Pa__MA_519118g0010
OG0013024	CULA07G39530	MA_215132g0010	Cula__CULA07G39530	Pa__MA_215132g0010
OG0013026	CULA07G51930	MA_815900g0010	Cula__CULA07G51930	Pa__MA_815900g0010
OG0013029	CULA01G36500	MA_10431963g0010	Cula__CULA01G36500	Pa__MA_10431963g0010
OG0013030	CULA02G37730	MA_10008335g0010	Cula__CULA02G37730	Pa__MA_10008335g0010
OG0013031	CULA03G45240	MA_222941g0010	Cula__CULA03G45240	Pa__MA_222941g0010
OG0013032	CULA04G42650	MA_10437069g0010	Cula__CULA04G42650	Pa__MA_10437069g0010
OG0013033	CULA08G31380	MA_10431245g0010	Cula__CULA08G31380	Pa__MA_10431245g0010
OG0013034	CULA09G14640	MA_659823g0010	Cula__CULA09G14640	Pa__MA_659823g0010
OG0013036	CULA03G26760	MA_98882g0010	Cula__CULA03G26760	Pa__MA_98882g0010
OG0013037	CULA09G27750	MA_117350g0010	Cula__CULA09G27750	Pa__MA_117350g0010
OG0013039	CULA10G39970	MA_573304g0010	Cula__CULA10G39970	Pa__MA_573304g0010
OG0013047	CULA01G30890	MA_128287g0010	Cula__CULA01G30890	Pa__MA_128287g0010
OG0013049	CULA01G33850	MA_10435992g0010	Cula__CULA01G33850	Pa__MA_10435992g0010
OG0013051	CULA08G40360	MA_73032g0010	Cula__CULA08G40360	Pa__MA_73032g0010
OG0013052	CULA02G70540	MA_558352g0010	Cula__CULA02G70540	Pa__MA_558352g0010
OG0013056	CULA03G73640	MA_132558g0010	Cula__CULA03G73640	Pa__MA_132558g0010
OG0013059	CULA03G34300	MA_176279g0010	Cula__CULA03G34300	Pa__MA_176279g0010
OG0013061	CULA09G26640	MA_8806671g0010	Cula__CULA09G26640	Pa__MA_8806671g0010
OG0013062	CULA09G25140	MA_9287008g0010	Cula__CULA09G25140	Pa__MA_9287008g0010
OG0013063	CULA01G28000	MA_8887549g0010	Cula__CULA01G28000	Pa__MA_8887549g0010
OG0013066	CULA10G44010	MA_350285g0010	Cula__CULA10G44010	Pa__MA_350285g0010
OG0013072	CULA02G01520	MA_259249g0010	Cula__CULA02G01520	Pa__MA_259249g0010
OG0013073	CULA07G02000	MA_69951g0010	Cula__CULA07G02000	Pa__MA_69951g0010
OG0013074	CULA01G45780	MA_10436163g0010	Cula__CULA01G45780	Pa__MA_10436163g0010
OG0013076	CULA08G23640	MA_9195161g0010	Cula__CULA08G23640	Pa__MA_9195161g0010
OG0013080	CULA11G09030	MA_10436847g0010	Cula__CULA11G09030	Pa__MA_10436847g0010
OG0013081	CULA11G21480	MA_2267030g0010	Cula__CULA11G21480	Pa__MA_2267030g0010
OG0013084	CULA08G47410	MA_10434929g0010	Cula__CULA08G47410	Pa__MA_10434929g0010
OG0013086	CULA02G42080	MA_540763g0010	Cula__CULA02G42080	Pa__MA_540763g0010
OG0013087	CULA05G24980	MA_70161g0010	Cula__CULA05G24980	Pa__MA_70161g0010
OG0013088	CULA11G02440	MA_102777g0010	Cula__CULA11G02440	Pa__MA_102777g0010
OG0013090	CULA06G21540	MA_10426742g0010	Cula__CULA06G21540	Pa__MA_10426742g0010
OG0013091	CULA08G05640	MA_89872g0010	Cula__CULA08G05640	Pa__MA_89872g0010
OG0013093	CULA06G58730	MA_10437180g0010	Cula__CULA06G58730	Pa__MA_10437180g0010
OG0013097	CULA01G47970	MA_99496g0010	Cula__CULA01G47970	Pa__MA_99496g0010
OG0013098	CULA02G09570	MA_129475g0010	Cula__CULA02G09570	Pa__MA_129475g0010
OG0013099	CULA02G44530	MA_100722g0010	Cula__CULA02G44530	Pa__MA_100722g0010
OG0013103	CULA01G64270	MA_111858g0010	Cula__CULA01G64270	Pa__MA_111858g0010
OG0013104	CULA03G44780	MA_10430331g0010	Cula__CULA03G44780	Pa__MA_10430331g0010
OG0013324	CULA01G46660	MA_9514062g0010	Cula__CULA01G46660	Pa__MA_9514062g0010
OG0013325	CULA03G27960	MA_924867g0010	Cula__CULA03G27960	Pa__MA_924867g0010
OG0013352	CULA03G62850	MA_10433559g0020	Cula__CULA03G62850	Pa__MA_10433559g0020
OG0013358	CULASca46660.1	MA_179951g0010	Cula__CULASca46660.1	Pa__MA_179951g0010
OG0013359	CULA09G30750	MA_114017g0010	Cula__CULA09G30750	Pa__MA_114017g0010
OG0013360	CULA06G34090	MA_126766g0010	Cula__CULA06G34090	Pa__MA_126766g0010
OG0013380	CULA05G18380	MA_475294g0010	Cula__CULA05G18380	Pa__MA_475294g0010
OG0013391	CULA01G88200	MA_140410g0010	Cula__CULA01G88200	Pa__MA_140410g0010
OG0013392	CULA10G16290	MA_183130g0010	Cula__CULA10G16290	Pa__MA_183130g0010
OG0013393	CULA01G61870	MA_80720g0010	Cula__CULA01G61870	Pa__MA_80720g0010
OG0013401	CULA05G19780	MA_90279g0010	Cula__CULA05G19780	Pa__MA_90279g0010
OG0013431	CULA02G17570	MA_10428832g0010	Cula__CULA02G17570	Pa__MA_10428832g0010
OG0013442	CULA04G41120	MA_18674g0010	Cula__CULA04G41120	Pa__MA_18674g0010
OG0013443	CULA05G49220	MA_16777g0010	Cula__CULA05G49220	Pa__MA_16777g0010
OG0013446	CULA01G16780	MA_482637g0010	Cula__CULA01G16780	Pa__MA_482637g0010
OG0013461	CULA08G29090	MA_10436598g0010	Cula__CULA08G29090	Pa__MA_10436598g0010
OG0013464	CULA04G41670	MA_10430886g0020	Cula__CULA04G41670	Pa__MA_10430886g0020
OG0013470	CULA03G34560	MA_18328g0020	Cula__CULA03G34560	Pa__MA_18328g0020
OG0013478	CULA02G00730	MA_55488g0010	Cula__CULA02G00730	Pa__MA_55488g0010
OG0013490	CULA01G77180	MA_10430342g0020	Cula__CULA01G77180	Pa__MA_10430342g0020
OG0013494	CULA10G26840	MA_281628g0010	Cula__CULA10G26840	Pa__MA_281628g0010
OG0013497	CULA03G78290	MA_2793925g0010	Cula__CULA03G78290	Pa__MA_2793925g0010
OG0013498	CULA05G34060	MA_122248g0010	Cula__CULA05G34060	Pa__MA_122248g0010
OG0013503	CULA03G45120	MA_52511g0010	Cula__CULA03G45120	Pa__MA_52511g0010
OG0013515	CULA03G55910	MA_100769g0010	Cula__CULA03G55910	Pa__MA_100769g0010
OG0013517	CULA01G20920	MA_13101g0020	Cula__CULA01G20920	Pa__MA_13101g0020
OG0013523	CULA05G28580	MA_10426701g0030	Cula__CULA05G28580	Pa__MA_10426701g0030
OG0013524	CULA09G36240	MA_10431616g0010	Cula__CULA09G36240	Pa__MA_10431616g0010
OG0013528	CULA11G05920	MA_101371g0010	Cula__CULA11G05920	Pa__MA_101371g0010
OG0013530	CULA08G17590	MA_89855g0010	Cula__CULA08G17590	Pa__MA_89855g0010
OG0013532	CULA05G52090	MA_10430810g0010	Cula__CULA05G52090	Pa__MA_10430810g0010
OG0013539	CULA11G16590	MA_959414g0010	Cula__CULA11G16590	Pa__MA_959414g0010
OG0013540	CULA01G06890	MA_838949g0010	Cula__CULA01G06890	Pa__MA_838949g0010
OG0013549	CULA08G30220	MA_10430197g0010	Cula__CULA08G30220	Pa__MA_10430197g0010
OG0013560	CULA03G47810	MA_3284g0010	Cula__CULA03G47810	Pa__MA_3284g0010
OG0013563	CULA04G59910	MA_12679g0010	Cula__CULA04G59910	Pa__MA_12679g0010
OG0013573	CULA06G06820	MA_10436711g0010	Cula__CULA06G06820	Pa__MA_10436711g0010
OG0013575	CULA08G43800	MA_11213g0010	Cula__CULA08G43800	Pa__MA_11213g0010
OG0013578	CULA07G03280	MA_482951g0010	Cula__CULA07G03280	Pa__MA_482951g0010
OG0013580	CULA06G02750	MA_432705g0010	Cula__CULA06G02750	Pa__MA_432705g0010
OG0013583	CULA01G88980	MA_114374g0010	Cula__CULA01G88980	Pa__MA_114374g0010
OG0013586	CULA03G56700	MA_9301411g0010	Cula__CULA03G56700	Pa__MA_9301411g0010
OG0013597	CULA07G35070	MA_10429604g0010	Cula__CULA07G35070	Pa__MA_10429604g0010
OG0013602	CULA02G37970	MA_99015g0010	Cula__CULA02G37970	Pa__MA_99015g0010
OG0013611	CULA11G10590	MA_10436325g0010	Cula__CULA11G10590	Pa__MA_10436325g0010
OG0013622	CULA11G16990	MA_10430831g0010	Cula__CULA11G16990	Pa__MA_10430831g0010
OG0013627	CULA04G37040	MA_10434996g0010	Cula__CULA04G37040	Pa__MA_10434996g0010
OG0013641	CULA04G60200	MA_10030g0010	Cula__CULA04G60200	Pa__MA_10030g0010
OG0013646	CULA03G26900	MA_5853347g0010	Cula__CULA03G26900	Pa__MA_5853347g0010
OG0013648	CULA10G19160	MA_10436553g0010	Cula__CULA10G19160	Pa__MA_10436553g0010
OG0013658	CULA10G24450	MA_101786g0010	Cula__CULA10G24450	Pa__MA_101786g0010
OG0013663	CULA01G47380	MA_121310g0010	Cula__CULA01G47380	Pa__MA_121310g0010
OG0013665	CULA06G38470	MA_10435814g0020	Cula__CULA06G38470	Pa__MA_10435814g0020
OG0013674	CULA06G37870	MA_10433305g0010	Cula__CULA06G37870	Pa__MA_10433305g0010
OG0013679	CULA01G18600	MA_10428444g0010	Cula__CULA01G18600	Pa__MA_10428444g0010
OG0013681	CULA03G07440	MA_219331g0010	Cula__CULA03G07440	Pa__MA_219331g0010
OG0013682	CULA03G50150	MA_7364g0010	Cula__CULA03G50150	Pa__MA_7364g0010
OG0013686	CULA01G40290	MA_10426353g0010	Cula__CULA01G40290	Pa__MA_10426353g0010
OG0013688	CULASca56020.1	MA_37504g0010	Cula__CULASca56020.1	Pa__MA_37504g0010
OG0013689	CULA05G40640	MA_10429035g0020	Cula__CULA05G40640	Pa__MA_10429035g0020
OG0013693	CULA09G45260	MA_8567504g0010	Cula__CULA09G45260	Pa__MA_8567504g0010
OG0013695	CULA07G35540	MA_10436999g0010	Cula__CULA07G35540	Pa__MA_10436999g0010
OG0013700	CULA02G24050	MA_57003g0010	Cula__CULA02G24050	Pa__MA_57003g0010
OG0013702	CULA11G33360	MA_41733g0010	Cula__CULA11G33360	Pa__MA_41733g0010
OG0013706	CULA03G27320	MA_831770g0010	Cula__CULA03G27320	Pa__MA_831770g0010
OG0013715	CULA09G28780	MA_103467g0010	Cula__CULA09G28780	Pa__MA_103467g0010
OG0013719	CULA04G33550	MA_69436g0010	Cula__CULA04G33550	Pa__MA_69436g0010
OG0013724	CULA04G10360	MA_87599g0010	Cula__CULA04G10360	Pa__MA_87599g0010
OG0013725	CULA08G41010	MA_846168g0010	Cula__CULA08G41010	Pa__MA_846168g0010
OG0013727	CULA01G57400	MA_1249g0010	Cula__CULA01G57400	Pa__MA_1249g0010
OG0013730	CULA02G68470	MA_44287g0010	Cula__CULA02G68470	Pa__MA_44287g0010
OG0013735	CULA04G11960	MA_645236g0010	Cula__CULA04G11960	Pa__MA_645236g0010
OG0013736	CULA07G28190	MA_10432694g0010	Cula__CULA07G28190	Pa__MA_10432694g0010
OG0013755	CULA03G08460	MA_18947g0030	Cula__CULA03G08460	Pa__MA_18947g0030
OG0013760	CULA06G01580	MA_10427546g0010	Cula__CULA06G01580	Pa__MA_10427546g0010
OG0013773	CULA04G62750	MA_437051g0010	Cula__CULA04G62750	Pa__MA_437051g0010
OG0013775	CULA10G11420	MA_158470g0010	Cula__CULA10G11420	Pa__MA_158470g0010
OG0013777	CULA09G37930	MA_9197247g0010	Cula__CULA09G37930	Pa__MA_9197247g0010
OG0013779	CULA02G39570	MA_165604g0010	Cula__CULA02G39570	Pa__MA_165604g0010
OG0013781	CULA10G29930	MA_104409g0010	Cula__CULA10G29930	Pa__MA_104409g0010
OG0013798	CULA03G34250	MA_53827g0010	Cula__CULA03G34250	Pa__MA_53827g0010
OG0013806	CULA02G38020	MA_10436439g0010	Cula__CULA02G38020	Pa__MA_10436439g0010
OG0013810	CULA07G53360	MA_173881g0010	Cula__CULA07G53360	Pa__MA_173881g0010
OG0013812	CULA10G24700	MA_10425989g0010	Cula__CULA10G24700	Pa__MA_10425989g0010
OG0013815	CULA08G03820	MA_398836g0010	Cula__CULA08G03820	Pa__MA_398836g0010
OG0013816	CULA09G19680	MA_10433105g0010	Cula__CULA09G19680	Pa__MA_10433105g0010
OG0013820	CULA03G79280	MA_6953061g0010	Cula__CULA03G79280	Pa__MA_6953061g0010
OG0013833	CULA10G27810	MA_10432721g0010	Cula__CULA10G27810	Pa__MA_10432721g0010
OG0013840	CULA04G19130	MA_473682g0010	Cula__CULA04G19130	Pa__MA_473682g0010
OG0013849	CULA02G06240	MA_191994g0010	Cula__CULA02G06240	Pa__MA_191994g0010
OG0013854	CULA02G42280	MA_17658g0010	Cula__CULA02G42280	Pa__MA_17658g0010
OG0013866	CULA05G26660	MA_537171g0010	Cula__CULA05G26660	Pa__MA_537171g0010
OG0013872	CULA05G51910	MA_10428054g0010	Cula__CULA05G51910	Pa__MA_10428054g0010
OG0013896	CULA03G45560	MA_8886304g0010	Cula__CULA03G45560	Pa__MA_8886304g0010
OG0013909	CULA05G52980	MA_590834g0010	Cula__CULA05G52980	Pa__MA_590834g0010
OG0013918	CULA02G02200	MA_128766g0010	Cula__CULA02G02200	Pa__MA_128766g0010
OG0013922	CULA09G27400	MA_28251g0010	Cula__CULA09G27400	Pa__MA_28251g0010
OG0013923	CULA02G07910	MA_414121g0010	Cula__CULA02G07910	Pa__MA_414121g0010
OG0013950	CULA07G51980	MA_10433612g0010	Cula__CULA07G51980	Pa__MA_10433612g0010
OG0013966	CULA04G39380	MA_10436597g0010	Cula__CULA04G39380	Pa__MA_10436597g0010
OG0013975	CULA04G37570	MA_13321g0020	Cula__CULA04G37570	Pa__MA_13321g0020
OG0013987	CULA07G35860	MA_10426759g0010	Cula__CULA07G35860	Pa__MA_10426759g0010
OG0013992	CULA06G51490	MA_709163g0010	Cula__CULA06G51490	Pa__MA_709163g0010
OG0014009	CULA07G03570	MA_10430700g0010	Cula__CULA07G03570	Pa__MA_10430700g0010
OG0014012	CULA02G22330	MA_10430400g0010	Cula__CULA02G22330	Pa__MA_10430400g0010
OG0014013	CULA07G51950	MA_59830g0010	Cula__CULA07G51950	Pa__MA_59830g0010
OG0014017	CULA10G23750	MA_10437169g0010	Cula__CULA10G23750	Pa__MA_10437169g0010
OG0014020	CULA01G61840	MA_10156354g0010	Cula__CULA01G61840	Pa__MA_10156354g0010
OG0014028	CULA07G48750	MA_75193g0010	Cula__CULA07G48750	Pa__MA_75193g0010
OG0014034	CULA10G23170	MA_17819g0010	Cula__CULA10G23170	Pa__MA_17819g0010
OG0014056	CULA05G47600	MA_89781g0010	Cula__CULA05G47600	Pa__MA_89781g0010
OG0014059	CULA06G23270	MA_10427596g0010	Cula__CULA06G23270	Pa__MA_10427596g0010
OG0014063	CULA02G39210	MA_388691g0010	Cula__CULA02G39210	Pa__MA_388691g0010
OG0014065	CULA09G26200	MA_74566g0010	Cula__CULA09G26200	Pa__MA_74566g0010
OG0014067	CULA05G36520	MA_9476g0010	Cula__CULA05G36520	Pa__MA_9476g0010
OG0014075	CULA07G28280	MA_17913g0010	Cula__CULA07G28280	Pa__MA_17913g0010
OG0014078	CULA10G01560	MA_10427105g0010	Cula__CULA10G01560	Pa__MA_10427105g0010
OG0014081	CULA11G34880	MA_82695g0010	Cula__CULA11G34880	Pa__MA_82695g0010
OG0014085	CULA01G47020	MA_10435056g0010	Cula__CULA01G47020	Pa__MA_10435056g0010
OG0014100	CULA09G31650	MA_222243g0010	Cula__CULA09G31650	Pa__MA_222243g0010
OG0014102	CULA11G07150	MA_872543g0010	Cula__CULA11G07150	Pa__MA_872543g0010
OG0014105	CULA08G38800	MA_10260361g0010	Cula__CULA08G38800	Pa__MA_10260361g0010
OG0014108	CULA08G22910	MA_126621g0010	Cula__CULA08G22910	Pa__MA_126621g0010
OG0014115	CULA04G49580	MA_894439g0010	Cula__CULA04G49580	Pa__MA_894439g0010
OG0014136	CULA08G43050	MA_10244403g0010	Cula__CULA08G43050	Pa__MA_10244403g0010
OG0014143	CULA07G31960	MA_121617g0010	Cula__CULA07G31960	Pa__MA_121617g0010
OG0014145	CULA03G71300	MA_10157937g0010	Cula__CULA03G71300	Pa__MA_10157937g0010
OG0014146	CULA03G23080	MA_10432902g0010	Cula__CULA03G23080	Pa__MA_10432902g0010
OG0014152	CULA05G51940	MA_10436783g0020	Cula__CULA05G51940	Pa__MA_10436783g0020
OG0014159	CULA01G46620	MA_1640g0010	Cula__CULA01G46620	Pa__MA_1640g0010
OG0014163	CULA02G08950	MA_66902g0010	Cula__CULA02G08950	Pa__MA_66902g0010
OG0014164	CULA09G07110	MA_321346g0010	Cula__CULA09G07110	Pa__MA_321346g0010
OG0014166	CULA07G40850	MA_91849g0010	Cula__CULA07G40850	Pa__MA_91849g0010
OG0014167	CULA08G00500	MA_10432440g0010	Cula__CULA08G00500	Pa__MA_10432440g0010
OG0014173	CULA10G09370	MA_214896g0010	Cula__CULA10G09370	Pa__MA_214896g0010
OG0014183	CULA03G39450	MA_10433904g0010	Cula__CULA03G39450	Pa__MA_10433904g0010
OG0014187	CULA07G01250	MA_8892683g0010	Cula__CULA07G01250	Pa__MA_8892683g0010
OG0014191	CULA06G41480	MA_10437050g0010	Cula__CULA06G41480	Pa__MA_10437050g0010
OG0014200	CULA01G43270	MA_65144g0010	Cula__CULA01G43270	Pa__MA_65144g0010
OG0014201	CULA05G37150	MA_10427126g0010	Cula__CULA05G37150	Pa__MA_10427126g0010
OG0014212	CULA05G02380	MA_765263g0010	Cula__CULA05G02380	Pa__MA_765263g0010
OG0014213	CULA02G68210	MA_10430797g0010	Cula__CULA02G68210	Pa__MA_10430797g0010
OG0014214	CULA01G18770	MA_186059g0010	Cula__CULA01G18770	Pa__MA_186059g0010
OG0014222	CULA01G83590	MA_804174g0010	Cula__CULA01G83590	Pa__MA_804174g0010
OG0014226	CULA06G19920	MA_10425934g0010	Cula__CULA06G19920	Pa__MA_10425934g0010
OG0014229	CULA11G23770	MA_10436026g0010	Cula__CULA11G23770	Pa__MA_10436026g0010
OG0014231	CULA09G29470	MA_10435752g0010	Cula__CULA09G29470	Pa__MA_10435752g0010
OG0014232	CULA02G03210	MA_88375g0010	Cula__CULA02G03210	Pa__MA_88375g0010
OG0014240	CULA01G53720	MA_27243g0010	Cula__CULA01G53720	Pa__MA_27243g0010
OG0014242	CULA06G29500	MA_10433926g0010	Cula__CULA06G29500	Pa__MA_10433926g0010
OG0014251	CULA06G32050	MA_21478g0010	Cula__CULA06G32050	Pa__MA_21478g0010
OG0014253	CULA08G38510	MA_96344g0010	Cula__CULA08G38510	Pa__MA_96344g0010
OG0014259	CULA10G42060	MA_10430404g0010	Cula__CULA10G42060	Pa__MA_10430404g0010
OG0014265	CULA01G59190	MA_10437070g0010	Cula__CULA01G59190	Pa__MA_10437070g0010
OG0014271	CULA05G10090	MA_10223525g0010	Cula__CULA05G10090	Pa__MA_10223525g0010
OG0014279	CULA02G21460	MA_10435710g0010	Cula__CULA02G21460	Pa__MA_10435710g0010
OG0014281	CULA07G50480	MA_960086g0010	Cula__CULA07G50480	Pa__MA_960086g0010
OG0014284	CULA02G40250	MA_94094g0010	Cula__CULA02G40250	Pa__MA_94094g0010
OG0014329	CULA02G10170	MA_548946g0010	Cula__CULA02G10170	Pa__MA_548946g0010
OG0014377	CULA05G12380	MA_369530g0010	Cula__CULA05G12380	Pa__MA_369530g0010
OG0014392	CULA07G33900	MA_10431357g0010	Cula__CULA07G33900	Pa__MA_10431357g0010
OG0014394	CULA08G09940	MA_10435456g0020	Cula__CULA08G09940	Pa__MA_10435456g0020
OG0014585	CULA02G69520	MA_177230g0010	Cula__CULA02G69520	Pa__MA_177230g0010
OG0014641	CULA01G09640	MA_915540g0010	Cula__CULA01G09640	Pa__MA_915540g0010
OG0014647	CULA02G52000	MA_42113g0010	Cula__CULA02G52000	Pa__MA_42113g0010
OG0014649	CULA07G13890	MA_10436815g0020	Cula__CULA07G13890	Pa__MA_10436815g0020
OG0014663	CULA05G35120	MA_99945g0010	Cula__CULA05G35120	Pa__MA_99945g0010
OG0014680	CULA03G77260	MA_569412g0010	Cula__CULA03G77260	Pa__MA_569412g0010
OG0014710	CULA01G53970	MA_184760g0010	Cula__CULA01G53970	Pa__MA_184760g0010
OG0014740	CULA05G32050	MA_97345g0010	Cula__CULA05G32050	Pa__MA_97345g0010
OG0014741	CULA01G85920	MA_10430537g0020	Cula__CULA01G85920	Pa__MA_10430537g0020
OG0014756	CULASca28950.1	MA_930633g0010	Cula__CULASca28950.1	Pa__MA_930633g0010
OG0014780	CULA06G05360	MA_99482g0010	Cula__CULA06G05360	Pa__MA_99482g0010
OG0014783	CULA06G22230	MA_19967g0020	Cula__CULA06G22230	Pa__MA_19967g0020
OG0014812	CULA06G39710	MA_10431106g0020	Cula__CULA06G39710	Pa__MA_10431106g0020
OG0014828	CULA09G36290	MA_105450g0010	Cula__CULA09G36290	Pa__MA_105450g0010
OG0014829	CULA08G25190	MA_10435556g0010	Cula__CULA08G25190	Pa__MA_10435556g0010
OG0014836	CULASca40980.1	MA_14068g0010	Cula__CULASca40980.1	Pa__MA_14068g0010
OG0014841	CULA07G06400	MA_6429140g0010	Cula__CULA07G06400	Pa__MA_6429140g0010
OG0014846	CULA01G05130	MA_10426437g0010	Cula__CULA01G05130	Pa__MA_10426437g0010
OG0014847	CULA01G64460	MA_558226g0010	Cula__CULA01G64460	Pa__MA_558226g0010
OG0014855	CULA08G22940	MA_277624g0010	Cula__CULA08G22940	Pa__MA_277624g0010
OG0014858	CULA04G56680	MA_306658g0010	Cula__CULA04G56680	Pa__MA_306658g0010
OG0014860	CULA08G02640	MA_9467g0010	Cula__CULA08G02640	Pa__MA_9467g0010
OG0014862	CULA11G16030	MA_95508g0010	Cula__CULA11G16030	Pa__MA_95508g0010
OG0014864	CULASca45670.1	MA_10031819g0010	Cula__CULASca45670.1	Pa__MA_10031819g0010
OG0014876	CULA03G15830	MA_10436258g0010	Cula__CULA03G15830	Pa__MA_10436258g0010
OG0014889	CULA01G61080	MA_3692g0010	Cula__CULA01G61080	Pa__MA_3692g0010
OG0014896	CULA05G41050	MA_554003g0010	Cula__CULA05G41050	Pa__MA_554003g0010
OG0014901	CULA07G08050	MA_10428018g0010	Cula__CULA07G08050	Pa__MA_10428018g0010
OG0014905	CULA10G27540	MA_10428879g0010	Cula__CULA10G27540	Pa__MA_10428879g0010
OG0014915	CULA09G12200	MA_102330g0020	Cula__CULA09G12200	Pa__MA_102330g0020
OG0014920	CULA03G38300	MA_359g0010	Cula__CULA03G38300	Pa__MA_359g0010
OG0014923	CULA04G58290	MA_9946570g0010	Cula__CULA04G58290	Pa__MA_9946570g0010
OG0014924	CULA09G45150	MA_69077g0010	Cula__CULA09G45150	Pa__MA_69077g0010
OG0014934	CULA04G34530	MA_106860g0010	Cula__CULA04G34530	Pa__MA_106860g0010
OG0014935	CULA08G31360	MA_10430392g0010	Cula__CULA08G31360	Pa__MA_10430392g0010
OG0014936	CULA08G40710	MA_100562g0010	Cula__CULA08G40710	Pa__MA_100562g0010
OG0014948	CULA08G11140	MA_3765g0010	Cula__CULA08G11140	Pa__MA_3765g0010
OG0014968	CULA03G00320	MA_217339g0010	Cula__CULA03G00320	Pa__MA_217339g0010
OG0014983	CULA01G31010	MA_79886g0010	Cula__CULA01G31010	Pa__MA_79886g0010
OG0015029	CULA11G01600	MA_10437048g0010	Cula__CULA11G01600	Pa__MA_10437048g0010
OG0015034	CULA06G12150	MA_5937g0010	Cula__CULA06G12150	Pa__MA_5937g0010
OG0015040	CULA07G42850	MA_7303427g0010	Cula__CULA07G42850	Pa__MA_7303427g0010
OG0015061	CULA01G15740	MA_107740g0010	Cula__CULA01G15740	Pa__MA_107740g0010
OG0015075	CULASca50260.1	MA_39423g0020	Cula__CULASca50260.1	Pa__MA_39423g0020
OG0015089	CULA02G24500	MA_534511g0010	Cula__CULA02G24500	Pa__MA_534511g0010
OG0015095	CULA06G09310	MA_93057g0010	Cula__CULA06G09310	Pa__MA_93057g0010
OG0015101	CULA09G37850	MA_9964470g0010	Cula__CULA09G37850	Pa__MA_9964470g0010
OG0015102	CULA02G00480	MA_177060g0010	Cula__CULA02G00480	Pa__MA_177060g0010
OG0015109	CULA09G17150	MA_7683572g0010	Cula__CULA09G17150	Pa__MA_7683572g0010
OG0015167	CULA02G69590	MA_135995g0010	Cula__CULA02G69590	Pa__MA_135995g0010
OG0015199	CULA07G02180	MA_140464g0010	Cula__CULA07G02180	Pa__MA_140464g0010
OG0015218	CULA10G40920	MA_10429360g0030	Cula__CULA10G40920	Pa__MA_10429360g0030
OG0015266	CULA02G39630	MA_10316984g0010	Cula__CULA02G39630	Pa__MA_10316984g0010
OG0015267	CULA11G21290	MA_930791g0010	Cula__CULA11G21290	Pa__MA_930791g0010
OG0015276	CULA10G16810	MA_44324g0010	Cula__CULA10G16810	Pa__MA_44324g0010
OG0015287	CULA10G42620	MA_10434823g0010	Cula__CULA10G42620	Pa__MA_10434823g0010
OG0015300	CULA01G85860	MA_57733g0010	Cula__CULA01G85860	Pa__MA_57733g0010
OG0015360	CULA02G07260	MA_7624136g0010	Cula__CULA02G07260	Pa__MA_7624136g0010
OG0015381	CULA02G50480	MA_10436226g0010	Cula__CULA02G50480	Pa__MA_10436226g0010
OG0015382	CULA02G51730	MA_8491790g0010	Cula__CULA02G51730	Pa__MA_8491790g0010
OG0015460	CULA07G35120	MA_49854g0010	Cula__CULA07G35120	Pa__MA_49854g0010
OG0015466	CULA08G11120	MA_101019g0010	Cula__CULA08G11120	Pa__MA_101019g0010
OG0015469	CULA08G37170	MA_101965g0010	Cula__CULA08G37170	Pa__MA_101965g0010
OG0015483	CULA10G27790	MA_8970091g0010	Cula__CULA10G27790	Pa__MA_8970091g0010
OG0015780	CULA09G09940	MA_51588g0010	Cula__CULA09G09940	Pa__MA_51588g0010
OG0015831	CULA08G44340	MA_443729g0010	Cula__CULA08G44340	Pa__MA_443729g0010
OG0015841	CULA05G40720	MA_41251g0030	Cula__CULA05G40720	Pa__MA_41251g0030
OG0015844	CULA07G12190	MA_18091g0010	Cula__CULA07G12190	Pa__MA_18091g0010
OG0015863	CULA07G49940	MA_10105360g0020	Cula__CULA07G49940	Pa__MA_10105360g0020
OG0015865	CULA03G76290	MA_14148g0010	Cula__CULA03G76290	Pa__MA_14148g0010
OG0015873	CULA05G27500	MA_139275g0010	Cula__CULA05G27500	Pa__MA_139275g0010
OG0015877	CULA07G37930	MA_10430620g0010	Cula__CULA07G37930	Pa__MA_10430620g0010
OG0015879	CULA05G40550	MA_6288g0010	Cula__CULA05G40550	Pa__MA_6288g0010
